,job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name,remote_ratio_numeric,difference_application_post_dates
13768,AI13769,NLP Engineer,51287,USD,Entry-Level,Part-Time,Israel,Small,Germany,0,"Python, Java, Data Visualization, TensorFlow, Computer Vision",Master,1,Technology,2024-04-19,2024-06-27,867,6.3,Quantum Computing Inc,On-site,69
13769,AI13770,AI Research Scientist,69049,USD,Entry-Level,Freelance,Australia,Medium,Australia,100,"GCP, NLP, Computer Vision, Azure",Bachelor,1,Government,2025-04-01,2025-06-04,1068,8.8,AI Innovations,Remote,64
13770,AI13771,AI Research Scientist,197658,USD,Senior-Level ,Full-Time,Switzerland,Medium,Germany,0,"Java, NLP, Scala",Bachelor,7,Gaming,2025-04-19,2025-06-06,742,8.2,Quantum Computing Inc,On-site,48
13771,AI13772,AI Product Manager,190762,EUR,Executive-level,Freelance,Germany,Medium,Germany,100,"Python, TensorFlow, NLP, Computer Vision",Bachelor,10,Manufacturing,2024-01-05,2024-02-24,2117,6.0,Cloud AI Solutions,Remote,50
13772,AI13773,AI Software Engineer,75341,USD,Mid-Level,Freelance,Sweden,Medium,Sweden,100,"Scala, Java, Spark, Linux",Associate,4,Transportation,2025-01-27,2025-02-18,731,5.8,TechCorp Inc,Remote,22
13773,AI13774,AI Research Scientist,79135,USD,Mid-Level,Freelance,Singapore,Small,Singapore,0,"Data Visualization, Tableau, Python, Mathematics",PhD,3,Education,2024-05-01,2024-07-03,2070,6.0,Future Systems,On-site,63
13774,AI13775,Autonomous Systems Engineer,51320,USD,Entry-Level,Freelance,Finland,Medium,Finland,100,"SQL, Kubernetes, PyTorch",PhD,0,Government,2025-03-17,2025-05-27,1424,6.0,Future Systems,Remote,71
13775,AI13776,Machine Learning Researcher,289730,EUR,Executive-level,Part-Time,Germany,Large,Germany,100,"Spark, Python, Kubernetes, Docker",Master,12,Telecommunications,2025-01-20,2025-02-20,727,6.9,Cloud AI Solutions,Remote,31
13776,AI13777,Research Scientist,115976,EUR,Senior-Level ,Contract,Netherlands,Medium,Netherlands,100,"Python, Docker, Spark, Computer Vision, TensorFlow",Associate,5,Transportation,2024-07-08,2024-09-14,2262,6.4,Cognitive Computing,Remote,68
13777,AI13778,Data Scientist,63160,USD,Mid-Level,Part-Time,Austria,Large,Austria,0,"Spark, PyTorch, MLOps, Git, Statistics",PhD,3,Transportation,2024-07-19,2024-09-06,1924,5.6,AI Innovations,On-site,49
13778,AI13779,Computer Vision Engineer,88754,USD,Entry-Level,Freelance,United States,Large,China,100,"Data Visualization, Kubernetes, Tableau, Java, AWS",Bachelor,1,Finance,2024-09-27,2024-10-15,807,8.5,DataVision Ltd,Remote,18
13779,AI13780,Research Scientist,88983,USD,Mid-Level,Contract,Canada,Medium,Canada,50,"R, GCP, Tableau, Linux",Bachelor,2,Government,2024-09-10,2024-11-10,1556,6.7,Algorithmic Solutions,Hybrid,61
13780,AI13781,Deep Learning Engineer,149377,USD,Senior-Level ,Contract,Sweden,Medium,Sweden,100,"PyTorch, NLP, Kubernetes",PhD,7,Energy,2024-07-24,2024-09-07,524,7.1,Quantum Computing Inc,Remote,45
13781,AI13782,NLP Engineer,146811,USD,Senior-Level ,Contract,United States,Small,United States,0,"GCP, Azure, Computer Vision, SQL, Spark",Bachelor,9,Consulting,2024-05-23,2024-07-01,992,5.9,Advanced Robotics,On-site,39
13782,AI13783,Autonomous Systems Engineer,133363,USD,Executive-level,Full-Time,South Korea,Large,South Korea,50,"AWS, Mathematics, Data Visualization, Scala, SQL",PhD,12,Telecommunications,2025-03-03,2025-04-30,1280,6.9,Digital Transformation LLC,Hybrid,58
13783,AI13784,Data Analyst,43857,USD,Entry-Level,Full-Time,Ireland,Small,Netherlands,100,"Docker, Git, Python",Associate,1,Automotive,2024-01-15,2024-02-07,1909,8.8,Cognitive Computing,Remote,23
13784,AI13785,Research Scientist,45821,USD,Entry-Level,Freelance,South Korea,Medium,India,0,"Docker, Kubernetes, Tableau, GCP, Deep Learning",PhD,1,Media,2024-02-14,2024-03-12,1210,6.4,Advanced Robotics,On-site,27
13785,AI13786,AI Architect,185835,USD,Senior-Level ,Part-Time,Switzerland,Small,Switzerland,100,"SQL, Deep Learning, Computer Vision, R",Associate,9,Education,2025-01-20,2025-02-17,1403,9.0,Advanced Robotics,Remote,28
13786,AI13787,AI Specialist,226750,EUR,Executive-level,Full-Time,Netherlands,Medium,Netherlands,100,"Computer Vision, NLP, PyTorch, Linux, Azure",Bachelor,17,Education,2024-07-28,2024-10-01,2338,8.4,Digital Transformation LLC,Remote,65
13787,AI13788,Data Scientist,102667,EUR,Senior-Level ,Full-Time,Germany,Small,Germany,0,"Hadoop, AWS, NLP, Statistics, TensorFlow",Associate,7,Finance,2024-10-02,2024-11-29,2481,9.0,Autonomous Tech,On-site,58
13788,AI13789,Data Engineer,159039,USD,Senior-Level ,Freelance,Singapore,Large,Norway,100,"MLOps, Kubernetes, Tableau, Deep Learning",Bachelor,5,Finance,2024-11-23,2025-01-09,2150,7.6,Cognitive Computing,Remote,47
13789,AI13790,AI Specialist,129496,USD,Senior-Level ,Full-Time,Australia,Large,United Kingdom,100,"PyTorch, MLOps, GCP, Spark",PhD,7,Transportation,2024-10-18,2024-11-03,2181,9.3,Cloud AI Solutions,Remote,16
13790,AI13791,ML Ops Engineer,54859,USD,Mid-Level,Contract,India,Small,France,0,"R, Azure, Tableau, Statistics",Bachelor,3,Government,2025-03-10,2025-04-17,1864,7.9,Digital Transformation LLC,On-site,38
13791,AI13792,AI Specialist,53092,USD,Entry-Level,Part-Time,Australia,Medium,Singapore,0,"PyTorch, Kubernetes, Spark, Deep Learning, Mathematics",Bachelor,0,Retail,2024-01-25,2024-02-21,1527,7.9,Future Systems,On-site,27
13792,AI13793,ML Ops Engineer,45076,USD,Entry-Level,Full-Time,Finland,Small,Finland,100,"TensorFlow, Data Visualization, Java, MLOps, Hadoop",Master,1,Manufacturing,2024-11-27,2025-02-06,1993,6.9,DataVision Ltd,Remote,71
13793,AI13794,AI Research Scientist,90650,USD,Mid-Level,Freelance,United States,Medium,United States,0,"Deep Learning, Azure, Kubernetes",PhD,2,Healthcare,2024-06-25,2024-09-06,2480,8.5,AI Innovations,On-site,73
13794,AI13795,AI Research Scientist,68816,USD,Senior-Level ,Full-Time,China,Small,China,0,"AWS, Deep Learning, Linux, Python",Associate,6,Technology,2025-04-19,2025-05-05,876,5.0,DeepTech Ventures,On-site,16
13795,AI13796,Robotics Engineer,68543,USD,Entry-Level,Part-Time,Switzerland,Small,Switzerland,50,"R, PyTorch, GCP, Azure",Associate,0,Government,2024-12-04,2025-02-02,1134,8.6,Algorithmic Solutions,Hybrid,60
13796,AI13797,Head of AI,48432,USD,Entry-Level,Part-Time,Canada,Small,Canada,100,"TensorFlow, Git, Data Visualization, Deep Learning, Mathematics",Associate,0,Automotive,2025-04-28,2025-06-03,1472,8.0,Algorithmic Solutions,Remote,36
13797,AI13798,Robotics Engineer,96023,GBP,Mid-Level,Contract,United Kingdom,Medium,Sweden,0,"Scala, Azure, Mathematics, Statistics",Master,3,Technology,2024-12-22,2025-01-09,2051,10.0,Autonomous Tech,On-site,18
13798,AI13799,Machine Learning Researcher,107527,USD,Executive-level,Contract,India,Small,Switzerland,50,"SQL, Git, Linux",Associate,19,Gaming,2024-02-05,2024-02-26,987,7.8,DeepTech Ventures,Hybrid,21
13799,AI13800,ML Ops Engineer,54485,USD,Entry-Level,Full-Time,Australia,Small,Ireland,0,"Docker, Kubernetes, Azure",Bachelor,0,Manufacturing,2025-03-29,2025-04-16,1082,9.0,Advanced Robotics,On-site,18
13800,AI13801,Robotics Engineer,141726,USD,Executive-level,Contract,Australia,Medium,Australia,0,"MLOps, Git, PyTorch, Kubernetes, TensorFlow",Master,11,Manufacturing,2024-05-19,2024-07-19,1677,7.7,AI Innovations,On-site,61
13801,AI13802,Principal Data Scientist,154102,GBP,Senior-Level ,Freelance,United Kingdom,Medium,United Kingdom,50,"Python, Mathematics, PyTorch, Computer Vision",Master,9,Technology,2024-05-28,2024-06-23,827,9.9,AI Innovations,Hybrid,26
13802,AI13803,Machine Learning Researcher,50812,EUR,Entry-Level,Part-Time,Netherlands,Small,Netherlands,100,"GCP, Scala, Git, SQL",Bachelor,1,Finance,2024-07-23,2024-08-18,1511,9.9,Quantum Computing Inc,Remote,26
13803,AI13804,Robotics Engineer,75048,EUR,Entry-Level,Freelance,Netherlands,Medium,India,0,"Tableau, PyTorch, Linux, NLP",Bachelor,1,Government,2024-07-19,2024-09-09,1439,9.1,Advanced Robotics,On-site,52
13804,AI13805,Computer Vision Engineer,72502,EUR,Entry-Level,Freelance,France,Medium,France,0,"Docker, Spark, Computer Vision",PhD,1,Telecommunications,2024-12-19,2025-02-09,1564,7.7,Predictive Systems,On-site,52
13805,AI13806,Principal Data Scientist,46428,EUR,Entry-Level,Part-Time,France,Small,France,0,"PyTorch, Computer Vision, AWS, Git, MLOps",Associate,1,Government,2025-01-16,2025-03-16,1025,7.5,Future Systems,On-site,59
13806,AI13807,Head of AI,227188,EUR,Executive-level,Part-Time,Germany,Small,United Kingdom,0,"GCP, Deep Learning, SQL, NLP",Associate,15,Telecommunications,2024-03-12,2024-04-14,1952,9.4,Autonomous Tech,On-site,33
13807,AI13808,Machine Learning Engineer,37520,USD,Entry-Level,Part-Time,China,Medium,Australia,50,"Deep Learning, R, Linux",Bachelor,0,Gaming,2024-06-05,2024-07-25,738,7.8,Algorithmic Solutions,Hybrid,50
13808,AI13809,Data Engineer,39047,USD,Entry-Level,Full-Time,China,Medium,China,0,"Linux, NLP, TensorFlow, Mathematics, Tableau",Bachelor,0,Government,2024-09-30,2024-11-12,1766,7.8,AI Innovations,On-site,43
13809,AI13810,AI Research Scientist,40733,USD,Entry-Level,Full-Time,Ireland,Medium,Austria,50,"Git, Linux, Docker, Python, Azure",Master,0,Finance,2024-12-23,2025-01-20,2250,7.3,Autonomous Tech,Hybrid,28
13810,AI13811,Data Engineer,171822,USD,Executive-level,Full-Time,Austria,Large,Sweden,0,"R, Statistics, PyTorch, Kubernetes, Deep Learning",Bachelor,17,Retail,2024-03-01,2024-05-01,1897,5.2,Machine Intelligence Group,On-site,61
13811,AI13812,Computer Vision Engineer,247676,EUR,Executive-level,Contract,Germany,Large,Germany,50,"Mathematics, Scala, AWS",Associate,10,Healthcare,2024-07-19,2024-09-28,922,7.9,Future Systems,Hybrid,71
13812,AI13813,AI Software Engineer,80386,USD,Entry-Level,Contract,Canada,Large,Canada,100,"Kubernetes, Git, Linux, GCP, Scala",Bachelor,1,Transportation,2025-02-07,2025-02-24,1313,10.0,Future Systems,Remote,17
13813,AI13814,Head of AI,45837,USD,Entry-Level,Full-Time,Japan,Medium,Netherlands,0,"Java, Hadoop, NLP, PyTorch",Master,1,Retail,2024-06-10,2024-08-13,1413,7.5,Advanced Robotics,On-site,64
13814,AI13815,AI Product Manager,61352,EUR,Entry-Level,Freelance,France,Medium,Sweden,100,"Mathematics, Computer Vision, SQL",PhD,0,Gaming,2024-12-07,2025-02-03,1077,9.8,Smart Analytics,Remote,58
13815,AI13816,Robotics Engineer,76270,EUR,Entry-Level,Part-Time,Netherlands,Medium,Netherlands,0,"Hadoop, AWS, Azure",Associate,0,Telecommunications,2024-10-10,2024-10-25,1816,5.2,Neural Networks Co,On-site,15
13816,AI13817,AI Product Manager,182369,GBP,Senior-Level ,Freelance,United Kingdom,Large,United Kingdom,50,"AWS, Linux, Python, TensorFlow, Deep Learning",PhD,6,Consulting,2024-11-13,2025-01-21,2078,9.1,TechCorp Inc,Hybrid,69
13817,AI13818,AI Product Manager,156230,USD,Senior-Level ,Full-Time,Australia,Large,Austria,0,"MLOps, Deep Learning, SQL, AWS",Master,6,Consulting,2024-09-03,2024-11-09,547,8.8,Digital Transformation LLC,On-site,67
13818,AI13819,Deep Learning Engineer,35773,USD,Entry-Level,Freelance,Austria,Small,Austria,0,"Computer Vision, Python, TensorFlow, Tableau",PhD,1,Retail,2024-10-02,2024-11-11,1439,6.6,Advanced Robotics,On-site,40
13819,AI13820,AI Product Manager,62750,USD,Mid-Level,Part-Time,Austria,Large,Canada,0,"Java, Mathematics, Kubernetes, Statistics",Bachelor,2,Education,2024-01-16,2024-02-18,755,9.6,DeepTech Ventures,On-site,33
13820,AI13821,Machine Learning Researcher,69148,USD,Mid-Level,Freelance,Finland,Large,Finland,0,"Python, Deep Learning, Computer Vision, R",PhD,2,Energy,2024-02-13,2024-03-21,1880,8.5,Machine Intelligence Group,On-site,37
13821,AI13822,Data Scientist,117408,USD,Senior-Level ,Contract,Singapore,Small,South Korea,50,"Spark, PyTorch, Hadoop, Deep Learning",Bachelor,5,Gaming,2024-12-10,2025-01-18,2151,5.8,Autonomous Tech,Hybrid,39
13822,AI13823,Research Scientist,77209,USD,Senior-Level ,Contract,India,Small,Switzerland,100,"PyTorch, Statistics, Kubernetes",PhD,7,Technology,2024-08-25,2024-11-02,2336,6.8,DeepTech Ventures,Remote,69
13823,AI13824,Research Scientist,102512,USD,Senior-Level ,Full-Time,Finland,Medium,Finland,50,"TensorFlow, Python, Deep Learning, R, Mathematics",Associate,9,Healthcare,2024-04-24,2024-06-14,1797,5.7,Smart Analytics,Hybrid,51
13824,AI13825,Head of AI,47218,USD,Entry-Level,Contract,Ireland,Medium,Ireland,100,"Python, TensorFlow, Hadoop, Deep Learning",Associate,1,Retail,2024-09-16,2024-11-03,1038,5.1,DeepTech Ventures,Remote,48
13825,AI13826,AI Specialist,94936,USD,Entry-Level,Freelance,Denmark,Medium,Denmark,100,"GCP, TensorFlow, MLOps",Bachelor,0,Education,2024-04-02,2024-06-04,2309,9.9,Advanced Robotics,Remote,63
13826,AI13827,NLP Engineer,143546,USD,Senior-Level ,Contract,Denmark,Small,Denmark,0,"R, Python, Scala, Git",Associate,9,Government,2024-05-30,2024-07-13,1879,8.5,Cognitive Computing,On-site,44
13827,AI13828,Data Scientist,54080,USD,Mid-Level,Full-Time,South Korea,Medium,South Korea,50,"Hadoop, SQL, PyTorch, Tableau",PhD,3,Telecommunications,2024-10-05,2024-12-07,1151,6.2,Future Systems,Hybrid,63
13828,AI13829,Research Scientist,44785,USD,Entry-Level,Full-Time,Ireland,Small,Ireland,0,"R, TensorFlow, SQL",Associate,0,Telecommunications,2024-07-20,2024-09-02,848,9.9,Autonomous Tech,On-site,44
13829,AI13830,Computer Vision Engineer,73994,USD,Mid-Level,Full-Time,Israel,Medium,Canada,100,"Linux, NLP, AWS",Associate,3,Retail,2024-11-27,2024-12-15,2404,10.0,Autonomous Tech,Remote,18
13830,AI13831,ML Ops Engineer,159550,USD,Executive-level,Full-Time,Australia,Large,Australia,100,"TensorFlow, R, Python, Mathematics",Bachelor,19,Real Estate,2024-07-18,2024-08-06,629,7.4,Machine Intelligence Group,Remote,19
13831,AI13832,AI Software Engineer,172647,USD,Executive-level,Part-Time,India,Medium,India,50,"Azure, SQL, Deep Learning, Python, NLP",PhD,15,Consulting,2025-02-14,2025-04-14,637,6.0,Advanced Robotics,Hybrid,59
13832,AI13833,AI Research Scientist,103098,USD,Senior-Level ,Full-Time,China,Large,China,50,"Git, Docker, Computer Vision, Python, TensorFlow",PhD,9,Transportation,2024-07-12,2024-08-14,1017,9.6,Algorithmic Solutions,Hybrid,33
13833,AI13834,AI Research Scientist,46043,USD,Entry-Level,Full-Time,Austria,Medium,Austria,0,"GCP, Linux, Java, Git",PhD,1,Energy,2025-01-29,2025-02-26,1823,6.5,Smart Analytics,On-site,28
13834,AI13835,Machine Learning Researcher,95445,EUR,Mid-Level,Full-Time,France,Medium,France,100,"AWS, Python, Scala, Hadoop",Bachelor,4,Finance,2024-12-02,2025-01-03,1149,8.5,TechCorp Inc,Remote,32
13835,AI13836,Data Scientist,253170,EUR,Executive-level,Contract,Germany,Large,Germany,50,"Computer Vision, Python, TensorFlow",Bachelor,12,Energy,2025-04-23,2025-06-22,997,5.5,Neural Networks Co,Hybrid,60
13836,AI13837,AI Research Scientist,138053,USD,Mid-Level,Freelance,Norway,Medium,United Kingdom,0,"R, Hadoop, Computer Vision",Bachelor,2,Healthcare,2024-05-21,2024-07-27,2173,6.8,DeepTech Ventures,On-site,67
13837,AI13838,AI Specialist,110810,USD,Mid-Level,Part-Time,Denmark,Medium,Denmark,0,"R, SQL, Azure, Git, Computer Vision",PhD,2,Media,2024-02-03,2024-02-20,1168,6.2,Quantum Computing Inc,On-site,17
13838,AI13839,AI Product Manager,57881,USD,Mid-Level,Freelance,Austria,Small,Austria,100,"AWS, R, Mathematics",Bachelor,4,Transportation,2024-06-06,2024-07-29,742,8.4,Predictive Systems,Remote,53
13839,AI13840,Autonomous Systems Engineer,116171,USD,Mid-Level,Full-Time,Norway,Small,Norway,100,"TensorFlow, PyTorch, SQL, Python",Bachelor,4,Retail,2024-07-26,2024-09-15,808,7.9,Predictive Systems,Remote,51
13840,AI13841,Data Engineer,172216,USD,Executive-level,Freelance,Austria,Large,Austria,0,"Python, R, TensorFlow, Kubernetes",Bachelor,18,Retail,2025-03-31,2025-05-05,1325,8.0,AI Innovations,On-site,35
13841,AI13842,Research Scientist,99387,EUR,Mid-Level,Full-Time,Germany,Large,Germany,0,"Git, Data Visualization, Python",Master,2,Real Estate,2024-04-24,2024-05-15,1097,7.7,Digital Transformation LLC,On-site,21
13842,AI13843,AI Architect,90046,USD,Mid-Level,Part-Time,Singapore,Small,Singapore,100,"Computer Vision, Docker, TensorFlow",Associate,2,Transportation,2025-01-29,2025-03-19,1310,7.2,Quantum Computing Inc,Remote,49
13843,AI13844,Machine Learning Engineer,158140,USD,Senior-Level ,Part-Time,United States,Small,United States,100,"Java, Azure, Computer Vision, PyTorch",Bachelor,7,Government,2024-12-08,2025-01-16,1408,7.6,Predictive Systems,Remote,39
13844,AI13845,Head of AI,98664,USD,Mid-Level,Freelance,Singapore,Large,Singapore,50,"PyTorch, MLOps, Docker, Scala, Deep Learning",Bachelor,2,Finance,2024-06-23,2024-07-08,1685,6.1,Algorithmic Solutions,Hybrid,15
13845,AI13846,Machine Learning Engineer,83645,USD,Mid-Level,Freelance,Sweden,Medium,Sweden,0,"R, Kubernetes, Tableau, Statistics, GCP",PhD,3,Energy,2024-02-26,2024-05-02,2422,8.7,Digital Transformation LLC,On-site,66
13846,AI13847,Machine Learning Researcher,58728,EUR,Entry-Level,Part-Time,Netherlands,Small,Netherlands,50,"PyTorch, SQL, MLOps, Statistics",Associate,0,Real Estate,2024-08-18,2024-09-17,566,7.1,Advanced Robotics,Hybrid,30
13847,AI13848,Machine Learning Engineer,63253,USD,Entry-Level,Contract,Singapore,Medium,Singapore,100,"Spark, Git, Linux, Deep Learning, Kubernetes",Associate,1,Finance,2025-01-14,2025-03-28,2368,6.1,Cloud AI Solutions,Remote,73
13848,AI13849,AI Product Manager,59139,EUR,Entry-Level,Freelance,Germany,Small,Germany,50,"Linux, Deep Learning, Kubernetes, Data Visualization",PhD,0,Automotive,2024-07-22,2024-08-09,1297,9.4,Neural Networks Co,Hybrid,18
13849,AI13850,AI Architect,72592,USD,Mid-Level,Part-Time,India,Large,India,0,"Scala, Kubernetes, Tableau, Linux",Master,3,Manufacturing,2024-11-11,2024-11-26,1611,5.5,Future Systems,On-site,15
13850,AI13851,AI Product Manager,149281,USD,Senior-Level ,Part-Time,Denmark,Small,Denmark,50,"TensorFlow, Python, Mathematics, AWS, Java",PhD,7,Finance,2025-01-31,2025-04-02,1035,7.1,Algorithmic Solutions,Hybrid,61
13851,AI13852,AI Specialist,80632,USD,Mid-Level,Part-Time,Israel,Large,Israel,50,"Deep Learning, Git, Tableau",PhD,3,Telecommunications,2025-02-22,2025-04-22,541,8.9,DataVision Ltd,Hybrid,59
13852,AI13853,Robotics Engineer,95658,USD,Entry-Level,Full-Time,Denmark,Large,Denmark,100,"Data Visualization, Tableau, Scala",PhD,0,Healthcare,2024-11-25,2025-01-21,1618,6.6,Smart Analytics,Remote,57
13853,AI13854,Robotics Engineer,254439,USD,Executive-level,Contract,Singapore,Large,Singapore,0,"Deep Learning, Docker, Python, SQL",PhD,19,Consulting,2025-01-25,2025-02-26,786,9.2,Algorithmic Solutions,On-site,32
13854,AI13855,AI Architect,125104,USD,Senior-Level ,Full-Time,Australia,Large,Australia,50,"Python, Computer Vision, Kubernetes",PhD,8,Consulting,2024-05-26,2024-07-24,522,7.9,Neural Networks Co,Hybrid,59
13855,AI13856,AI Research Scientist,90436,USD,Mid-Level,Contract,Canada,Large,Netherlands,0,"Azure, Java, MLOps, SQL, Computer Vision",Associate,2,Government,2024-09-01,2024-10-06,1955,6.3,Autonomous Tech,On-site,35
13856,AI13857,AI Research Scientist,97198,USD,Senior-Level ,Freelance,Japan,Small,Japan,50,"Spark, Hadoop, Data Visualization",PhD,6,Healthcare,2024-10-13,2024-11-11,2156,8.6,Algorithmic Solutions,Hybrid,29
13857,AI13858,Deep Learning Engineer,68574,USD,Entry-Level,Part-Time,Canada,Large,South Korea,0,"Computer Vision, Python, Linux, NLP",PhD,1,Real Estate,2024-04-16,2024-06-04,1240,8.1,Future Systems,On-site,49
13858,AI13859,Data Scientist,55519,EUR,Entry-Level,Full-Time,Netherlands,Medium,Netherlands,0,"Kubernetes, R, NLP",Bachelor,0,Media,2024-08-12,2024-10-02,1915,6.9,Neural Networks Co,On-site,51
13859,AI13860,Robotics Engineer,207081,USD,Executive-level,Part-Time,Denmark,Large,Denmark,100,"Python, AWS, Java, Kubernetes, Data Visualization",Bachelor,11,Finance,2025-02-12,2025-03-20,1958,6.2,AI Innovations,Remote,36
13860,AI13861,Data Analyst,38617,USD,Entry-Level,Part-Time,South Korea,Small,Canada,50,"Kubernetes, Computer Vision, R, PyTorch, Azure",Associate,0,Media,2024-01-03,2024-02-28,1820,7.9,Advanced Robotics,Hybrid,56
13861,AI13862,AI Consultant,139405,USD,Senior-Level ,Contract,Singapore,Small,Singapore,0,"Java, Tableau, TensorFlow, SQL, Linux",PhD,9,Media,2024-02-08,2024-03-08,2111,9.4,Cloud AI Solutions,On-site,29
13862,AI13863,AI Specialist,96221,EUR,Mid-Level,Part-Time,Germany,Small,Norway,0,"Statistics, GCP, Spark, MLOps, Mathematics",PhD,2,Energy,2025-02-07,2025-04-15,551,9.6,Quantum Computing Inc,On-site,67
13863,AI13864,Data Engineer,221935,USD,Senior-Level ,Full-Time,Norway,Large,Norway,50,"Hadoop, Python, TensorFlow, Azure, Linux",Associate,7,Telecommunications,2025-03-23,2025-05-15,974,8.2,AI Innovations,Hybrid,53
13864,AI13865,Machine Learning Researcher,165186,GBP,Senior-Level ,Full-Time,United Kingdom,Large,United Kingdom,100,"Hadoop, Docker, Kubernetes",PhD,8,Retail,2024-01-20,2024-02-19,2312,8.9,Machine Intelligence Group,Remote,30
13865,AI13866,AI Architect,81673,USD,Senior-Level ,Freelance,Finland,Medium,Finland,100,"Spark, Linux, R",Associate,6,Energy,2024-04-20,2024-06-26,915,6.3,Advanced Robotics,Remote,67
13866,AI13867,AI Research Scientist,170662,USD,Senior-Level ,Freelance,Denmark,Medium,Denmark,50,"Python, Azure, Tableau, Hadoop, Scala",Bachelor,5,Telecommunications,2024-02-02,2024-03-14,521,7.7,Smart Analytics,Hybrid,41
13867,AI13868,AI Specialist,227344,USD,Senior-Level ,Full-Time,Norway,Large,Denmark,50,"AWS, Azure, TensorFlow",PhD,6,Transportation,2024-05-23,2024-07-10,1171,7.9,AI Innovations,Hybrid,48
13868,AI13869,Machine Learning Engineer,58594,USD,Entry-Level,Full-Time,Singapore,Medium,Singapore,100,"Python, Tableau, Mathematics",Associate,1,Retail,2024-07-26,2024-09-11,2022,8.2,Future Systems,Remote,47
13869,AI13870,Robotics Engineer,102109,USD,Executive-level,Freelance,Israel,Medium,Israel,100,"Deep Learning, Hadoop, Data Visualization, Java, Python",Associate,19,Media,2024-08-30,2024-10-16,1184,9.8,DeepTech Ventures,Remote,47
13870,AI13871,Data Engineer,131212,USD,Executive-level,Freelance,Finland,Small,Finland,100,"Data Visualization, GCP, Tableau, MLOps",Master,19,Consulting,2024-08-16,2024-10-09,593,7.9,Neural Networks Co,Remote,54
13871,AI13872,AI Consultant,148515,USD,Mid-Level,Freelance,Norway,Large,Norway,0,"Azure, SQL, Docker, Statistics, MLOps",PhD,3,Telecommunications,2024-08-17,2024-10-07,1951,6.3,Neural Networks Co,On-site,51
13872,AI13873,AI Specialist,36575,USD,Entry-Level,Contract,China,Small,China,0,"Java, Mathematics, Spark",PhD,0,Gaming,2024-10-18,2024-11-15,618,7.9,DataVision Ltd,On-site,28
13873,AI13874,Head of AI,47415,USD,Entry-Level,Part-Time,South Korea,Small,South Korea,100,"TensorFlow, PyTorch, Data Visualization",Associate,1,Transportation,2024-10-08,2024-12-07,2126,9.5,Smart Analytics,Remote,60
13874,AI13875,Data Engineer,118893,USD,Senior-Level ,Full-Time,Canada,Large,Canada,50,"Data Visualization, PyTorch, SQL, GCP",Associate,6,Gaming,2024-05-07,2024-07-13,539,5.5,Advanced Robotics,Hybrid,67
13875,AI13876,Data Analyst,86051,EUR,Mid-Level,Part-Time,Germany,Small,Germany,0,"SQL, Git, Kubernetes, GCP",Bachelor,2,Transportation,2025-01-08,2025-02-27,1588,8.5,TechCorp Inc,On-site,50
13876,AI13877,AI Research Scientist,118956,EUR,Mid-Level,Full-Time,Netherlands,Large,Netherlands,100,"AWS, Scala, NLP, PyTorch",PhD,2,Education,2024-04-24,2024-05-23,601,6.5,Autonomous Tech,Remote,29
13877,AI13878,Head of AI,75434,USD,Entry-Level,Part-Time,Singapore,Medium,Denmark,0,"Kubernetes, Scala, Docker, Computer Vision",Bachelor,0,Gaming,2024-09-29,2024-11-27,1007,9.4,Advanced Robotics,On-site,59
13878,AI13879,Research Scientist,89619,USD,Mid-Level,Contract,United States,Medium,United States,100,"Azure, Deep Learning, Git, Java",Associate,2,Retail,2024-03-03,2024-04-22,2049,7.3,DeepTech Ventures,Remote,50
13879,AI13880,Machine Learning Engineer,316631,USD,Executive-level,Freelance,Norway,Large,Switzerland,100,"SQL, Linux, Data Visualization",Bachelor,14,Healthcare,2025-03-25,2025-05-22,2386,9.8,DataVision Ltd,Remote,58
13880,AI13881,AI Specialist,69769,EUR,Mid-Level,Contract,France,Medium,France,100,"Azure, Docker, TensorFlow, R",Bachelor,2,Media,2024-09-11,2024-10-27,1556,6.7,Advanced Robotics,Remote,46
13881,AI13882,Computer Vision Engineer,55662,USD,Entry-Level,Part-Time,Australia,Small,Australia,0,"Hadoop, Docker, Kubernetes",Associate,0,Energy,2024-09-16,2024-11-22,1144,9.6,Machine Intelligence Group,On-site,67
13882,AI13883,AI Software Engineer,100143,USD,Senior-Level ,Full-Time,Austria,Large,Austria,100,"Scala, TensorFlow, Tableau, MLOps, Azure",Master,7,Retail,2025-03-30,2025-04-18,995,9.3,Advanced Robotics,Remote,19
13883,AI13884,Machine Learning Engineer,85286,USD,Senior-Level ,Part-Time,South Korea,Large,South Korea,0,"Data Visualization, Java, Python",Master,5,Real Estate,2025-01-11,2025-02-10,1149,7.8,Machine Intelligence Group,On-site,30
13884,AI13885,Deep Learning Engineer,81478,USD,Mid-Level,Part-Time,Australia,Medium,Australia,0,"Docker, Kubernetes, Azure, Python, MLOps",Associate,3,Energy,2024-08-16,2024-10-28,1139,5.6,Algorithmic Solutions,On-site,73
13885,AI13886,Computer Vision Engineer,118474,GBP,Senior-Level ,Part-Time,United Kingdom,Small,United Kingdom,100,"Python, Docker, AWS, Hadoop",Bachelor,9,Finance,2024-11-19,2024-12-28,1131,6.3,Future Systems,Remote,39
